waterfowl	0.17218	2.1634e-08	1.6459e-09	1.4152e-09	0.10872	4.1465e-09	2.7569e-07	0.08769	2.5148e-05	6.9856e-10	0.052111	0.20127	0.12054	0.10804	0.00036085	0.10166	0.10375	0.096212	4.9806e-06	0.22212	0.0014363	0.36794	0.10563	3.8623e-09	2.5532e-05	4.9346e-09	1.5293e-05	0.1408	4.0499e-08	5.1403e-07	0.27568	0.20508	0.11923	3.7535e-08	0.27932	7.0529e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.052329	1.0474e-09	2.3879e-05	2.2311e-06	4.7288e-08	2.9249e-09	0.19185	0.14552	0.0013059	0.21234	0.16085	0.12826	7.9757e-06	1.1631e-07	0.14902	0.15637	3.9799e-09	9.1628e-05	2.0558e-08	4.5918e-09	0.18595	7.7235e-09	2.4885e-08	2.2306e-09	6.3858e-07	1.5861e-09	1.331e-05	0.10688	0.15158	3.1698e-08	0.12796	0.15174	1.8336e-09	1.3516e-09	0.44254	7.1196e-10	1.2154e-07	0.14909	2.1218e-09	9.8029e-08	4.2532e-08	0.24151	9.5037e-08	7.0612e-06	0.08103	4.4561e-09	0.16715	0.11303	0.11939	0.21099	6.5068e-10	8.6734e-09	0.16513	3.416e-06	0.19376	7.5857e-09	1.3233e-07	0.22037	1.5057e-09	0.12153	0.069992	0.14788	2.9028e-08	6.1982e-09	2.6541e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.25216	2.4368e-08	1.4554e-09	0.20425	6.7226e-06	1.596e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015368	0.11012	1.0516e-09	8.2883e-10	0.16221	0.1939	2.4246e-08	4.0742e-08	0.10302	0.088438	0.1449	0.22106	5.7264e-07	1.556e-07	1.8354e-09	8.0742e-08	0.12039	0.057585	5.3902e-06	1.0749e-09	1.9439e-08	0.27449	2.1282e-09	1.0642e-09	0.10026	0.16832	4.4239e-05	4.6306e-08	0.18217	1.451e-09	0.1226	1.4357e-08	0.22721	0.10928	1.6295e-09	0.22202	1.2557e-08	0.14246	0.26624	0.10871	0.15404	0.067632	7.2128e-10	1.0668e-08	0.075591	0.089748	0.11186	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.14256	2.9203e-08	2.6198e-07	0.21359	0.099157	1.9971e-08	6.1489e-09	0.2115	3.9128e-09	0.11548	0.11938	0.27411	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.1295	0.076005	0.26895	0.077524	0.11984	4.5099e-09	5.0142e-09	0.16795	0.10511	3.7557e-09	1.5109e-08	1.8823e-06	0.1787	0.062071	4.121e-07
performer	0.24741	2.1634e-08	1.6459e-09	1.4152e-09	0.10367	4.1465e-09	2.7569e-07	0.11441	2.5144e-05	6.9856e-10	0.084274	0.22792	0.20437	0.19083	0.00035788	0.12897	0.10865	0.14387	4.9804e-06	0.26843	0.0014352	0.48165	0.090241	3.8623e-09	2.5518e-05	4.9346e-09	1.5294e-05	0.065627	4.0499e-08	5.1402e-07	0.2854	0.11844	0.15998	3.7535e-08	0.32737	7.0531e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.083648	1.0474e-09	2.3866e-05	2.2311e-06	4.7288e-08	2.9249e-09	0.18329	0.13369	0.0012991	0.23866	0.14153	0.098	7.9768e-06	1.1631e-07	0.148	0.15378	3.9799e-09	9.1774e-05	2.0558e-08	4.5918e-09	0.23471	7.7235e-09	2.4885e-08	2.2306e-09	6.3859e-07	1.5861e-09	1.331e-05	0.14124	0.11009	3.1698e-08	0.16992	0.13256	1.8336e-09	1.3516e-09	0.42287	7.1196e-10	1.2154e-07	0.14348	2.1218e-09	9.8029e-08	4.2532e-08	0.25553	9.5037e-08	7.0609e-06	0.096571	4.4561e-09	0.13451	0.11415	0.089736	0.19408	6.5068e-10	8.6734e-09	0.16078	3.4161e-06	0.3405	7.5857e-09	1.3233e-07	0.12911	1.5057e-09	0.19126	0.11521	0.15796	2.9028e-08	6.1982e-09	2.6541e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.22161	2.4368e-08	1.4554e-09	0.35075	6.7228e-06	1.596e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015356	0.09296	1.0516e-09	8.2883e-10	0.11797	0.14534	2.4246e-08	4.0742e-08	0.070149	0.098261	0.1459	0.2199	5.7264e-07	1.556e-07	1.8354e-09	8.0742e-08	0.12821	0.080693	5.3901e-06	1.0749e-09	1.9439e-08	0.2348	2.1282e-09	1.0642e-09	0.080905	0.17861	4.423e-05	4.6306e-08	0.29298	1.451e-09	0.11831	1.4357e-08	0.24634	0.070237	1.6295e-09	0.15681	1.2557e-08	0.080762	0.19504	0.10229	0.19294	0.058472	7.2128e-10	1.0668e-08	0.07254	0.070783	0.14478	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.10693	2.9203e-08	2.6198e-07	0.1365	0.12914	1.9971e-08	6.1489e-09	0.1406	3.9128e-09	0.13001	0.16348	0.34605	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.16069	0.11662	0.25931	0.094539	0.088732	4.5099e-09	5.0142e-09	0.16398	0.10646	3.7557e-09	1.5109e-08	1.8823e-06	0.18983	0.086645	4.121e-07
juvenile	0.18696	2.1634e-08	1.6459e-09	1.4152e-09	0.099746	4.1465e-09	2.7569e-07	0.10816	2.5157e-05	6.9856e-10	0.23125	0.052357	0.48179	0.046175	0.00036479	0.035097	0.4379	0.43217	4.9805e-06	0.17575	0.0013922	0.59291	0.069039	3.8623e-09	2.5531e-05	4.9346e-09	1.5301e-05	0.044374	4.0498e-08	5.1402e-07	0.28542	0.31625	0.035407	3.7535e-08	0.12156	7.0534e-06	1.6984e-08	1.6162e-07	7.0476e-08	0.022274	1.0474e-09	2.3882e-05	2.2305e-06	4.7288e-08	2.9249e-09	0.028319	0.05351	0.0012859	0.61427	0.20279	0.24781	7.9766e-06	1.1631e-07	0.5899	0.25999	3.9799e-09	9.2101e-05	2.0558e-08	4.5918e-09	0.044123	7.7235e-09	2.4885e-08	2.2306e-09	6.3859e-07	1.5861e-09	1.3298e-05	0.25398	0.82385	3.1698e-08	0.1593	0.35188	1.8336e-09	1.3516e-09	0.46205	7.1196e-10	1.2154e-07	0.058022	2.1218e-09	9.8029e-08	4.2532e-08	0.19476	9.5036e-08	7.0568e-06	0.13698	4.4561e-09	0.081784	0.033189	0.36489	0.2571	6.5068e-10	8.6734e-09	0.55221	3.4158e-06	0.53524	7.5857e-09	1.3233e-07	0.056504	1.5057e-09	0.077467	0.12798	0.15931	2.9028e-08	6.1982e-09	2.654e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.5472	2.4368e-08	1.4554e-09	0.56389	6.7216e-06	1.5959e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015392	0.091865	1.0516e-09	8.2883e-10	0.021101	0.05698	2.4246e-08	4.0742e-08	0.18121	0.023685	0.071151	0.037221	5.7266e-07	1.5559e-07	1.8354e-09	8.0743e-08	0.56497	0.32177	5.3882e-06	1.0749e-09	1.9439e-08	0.41929	2.1282e-09	1.0642e-09	0.19078	0.10669	4.4141e-05	4.6306e-08	0.76549	1.451e-09	0.88406	1.4357e-08	0.095953	0.331	1.6295e-09	0.089646	1.2557e-08	0.091653	0.13342	0.058993	0.08687	0.093649	7.2128e-10	1.0668e-08	0.029144	0.041368	0.19408	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.21456	2.9203e-08	2.6198e-07	0.1771	0.044429	1.9971e-08	6.1489e-09	0.02674	3.9128e-09	0.11399	0.3435	0.44565	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.25717	0.50806	0.55967	0.027539	0.041797	4.5099e-09	5.0142e-09	0.012533	0.035936	3.7557e-09	1.5109e-08	1.8822e-06	0.070661	0.26952	4.1211e-07
mariner	0.091436	2.1634e-08	1.6459e-09	1.4152e-09	0.1625	4.1465e-09	2.7568e-07	0.018268	2.5098e-05	6.9856e-10	0.027488	0.15677	0.18992	0.033307	0.0003534	0.60238	0.0063024	0.47071	4.981e-06	0.32504	0.0014272	0.61236	0.2761	3.8623e-09	2.5516e-05	4.9346e-09	1.5289e-05	0.29393	4.0498e-08	5.1403e-07	0.26184	0.021291	0.085319	3.7535e-08	0.7815	7.05e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.033025	1.0474e-09	2.3868e-05	2.2319e-06	4.7289e-08	2.9249e-09	0.54995	0.70629	0.0014264	0.16378	0.18725	0.25531	7.9813e-06	1.1631e-07	0.1327	0.2354	3.9799e-09	9.0732e-05	2.0558e-08	4.5918e-09	0.26967	7.7235e-09	2.4885e-08	2.2306e-09	6.3854e-07	1.5861e-09	1.331e-05	0.053356	0.026022	3.1698e-08	0.031737	0.89023	1.8336e-09	1.3516e-09	0.044256	7.1196e-10	1.2154e-07	0.62672	2.1218e-09	9.8029e-08	4.2532e-08	0.36591	9.5037e-08	7.066e-06	0.079359	4.4561e-09	0.05246	0.49542	0.0078242	0.030851	6.5068e-10	8.6734e-09	0.01498	3.4161e-06	0.41013	7.5857e-09	1.3232e-07	0.2352	1.5057e-09	0.085735	0.016278	0.27193	2.9028e-08	6.1982e-09	2.6541e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.65816	2.4368e-08	1.4554e-09	0.084458	6.7283e-06	1.5959e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015232	0.035359	1.0516e-09	8.2883e-10	0.15294	0.030919	2.4246e-08	4.0742e-08	0.68896	0.031827	0.087517	0.091957	5.7265e-07	1.556e-07	1.8354e-09	8.0742e-08	0.54613	0.3351	5.3935e-06	1.0749e-09	1.9439e-08	0.068922	2.1282e-09	1.0642e-09	0.25184	0.032612	4.4385e-05	4.6306e-08	0.18067	1.451e-09	0.57712	1.4357e-08	0.74452	0.14123	1.6295e-09	0.29221	1.2557e-08	0.10927	0.54613	0.058569	0.7237	0.45863	7.2128e-10	1.0668e-08	0.39322	0.75295	0.044979	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.29425	2.9203e-08	2.6197e-07	0.033508	0.57431	1.9971e-08	6.1489e-09	0.29683	3.9128e-09	0.055439	0.23048	0.75835	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.36348	0.022581	0.055889	0.19829	0.27292	4.5099e-09	5.0142e-09	0.092406	0.059017	3.7557e-09	1.5109e-08	1.8822e-06	0.035043	0.16699	4.121e-07
criminal	0.08254	2.1634e-08	1.6459e-09	1.4152e-09	0.063175	4.1465e-09	2.7569e-07	0.10263	2.5173e-05	6.9856e-10	0.20466	0.040542	0.093539	0.32264	0.00037094	0.043957	0.70246	0.074988	4.9812e-06	0.046169	0.0014911	0.97781	0.029488	3.8623e-09	2.5474e-05	4.9346e-09	1.5291e-05	0.013404	4.0499e-08	5.1404e-07	0.051766	0.086996	0.11841	3.7535e-08	0.05074	7.054e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.066102	1.0474e-09	2.386e-05	2.2308e-06	4.7288e-08	2.9249e-09	0.017489	0.21864	0.0014038	0.15905	0.11491	0.019032	7.9833e-06	1.1631e-07	0.088816	0.21926	3.9799e-09	9.2012e-05	2.0558e-08	4.5918e-09	0.27955	7.7235e-09	2.4885e-08	2.2306e-09	6.3858e-07	1.5861e-09	1.3307e-05	0.24109	0.36104	3.1698e-08	0.416	0.059347	1.8336e-09	1.3516e-09	0.10202	7.1196e-10	1.2154e-07	0.030997	2.1218e-09	9.8029e-08	4.2532e-08	0.11638	9.5037e-08	7.0601e-06	0.027686	4.4561e-09	0.29454	0.013657	0.087406	0.63438	6.5068e-10	8.6734e-09	0.071145	3.4158e-06	0.13103	7.5857e-09	1.3233e-07	0.027283	1.5057e-09	0.15371	0.053572	0.44919	2.9028e-08	6.1982e-09	2.654e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.74333	2.4368e-08	1.4554e-09	0.14556	6.7209e-06	1.5958e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015294	0.095635	1.0516e-09	8.2883e-10	0.26884	0.12606	2.4246e-08	4.0742e-08	0.097427	0.025891	0.060818	0.12729	5.7266e-07	1.5559e-07	1.8354e-09	8.0742e-08	0.28613	0.17652	5.3909e-06	1.0749e-09	1.9439e-08	0.068174	2.1282e-09	1.0642e-09	0.055664	0.20794	4.434e-05	4.6306e-08	0.57942	1.451e-09	0.046149	1.4357e-08	0.1149	0.10092	1.6295e-09	0.043806	1.2557e-08	0.050816	0.5952	0.15013	0.093305	0.032951	7.2128e-10	1.0668e-08	0.11454	0.040369	0.073767	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.58697	2.9203e-08	2.6198e-07	0.10757	0.15551	1.9971e-08	6.1488e-09	0.038665	3.9128e-09	0.17451	0.41493	0.13866	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.1025	0.059607	0.041521	0.044884	0.040623	4.5099e-09	5.0142e-09	0.13547	0.05738	3.7557e-09	1.5109e-08	1.8823e-06	0.057044	0.27093	4.121e-07
dreamer	0.080129	2.1634e-08	1.6459e-09	1.4152e-09	0.052582	4.1465e-09	2.7569e-07	0.16867	2.5224e-05	6.9856e-10	0.21487	0.089445	0.17679	0.39328	0.00036947	0.14182	0.20123	0.047297	4.9805e-06	0.074233	0.0015435	0.97859	0.18978	3.8623e-09	2.5512e-05	4.9346e-09	1.5285e-05	0.02477	4.0499e-08	5.1402e-07	0.10396	0.45031	0.10243	3.7535e-08	0.14414	7.0527e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.11455	1.0474e-09	2.3872e-05	2.2308e-06	4.7288e-08	2.9249e-09	0.042823	0.093208	0.0013005	0.4465	0.1098	0.032891	7.981e-06	1.1631e-07	0.10384	0.05849	3.9799e-09	9.2109e-05	2.0558e-08	4.5918e-09	0.090173	7.7235e-09	2.4885e-08	2.2306e-09	6.3859e-07	1.5861e-09	1.3307e-05	0.35685	0.072359	3.1698e-08	0.062231	0.047165	1.8336e-09	1.3516e-09	0.12502	7.1196e-10	1.2154e-07	0.035582	2.1218e-09	9.8029e-08	4.2532e-08	0.067194	9.5037e-08	7.0609e-06	0.058059	4.4561e-09	0.093106	0.080636	0.11567	0.046356	6.5068e-10	8.6734e-09	0.072592	3.4154e-06	0.16528	7.5857e-09	1.3233e-07	0.030576	1.5057e-09	0.069411	0.44172	0.19988	2.9028e-08	6.1982e-09	2.6541e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.89619	2.4368e-08	1.4554e-09	0.23086	6.7209e-06	1.596e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015341	0.069139	1.0516e-09	8.2883e-10	0.035165	0.082957	2.4246e-08	4.0742e-08	0.13694	0.047438	0.022477	0.092328	5.7266e-07	1.5559e-07	1.8354e-09	8.0742e-08	0.2156	0.06681	5.3905e-06	1.0749e-09	1.9439e-08	0.1366	2.1282e-09	1.0642e-09	0.19023	0.31839	4.435e-05	4.6306e-08	0.74847	1.451e-09	0.15652	1.4357e-08	0.44134	0.057957	1.6295e-09	0.26716	1.2557e-08	0.15371	0.073793	0.1829	0.067811	0.065061	7.2128e-10	1.0668e-08	0.056426	0.29533	0.10325	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.075531	2.9203e-08	2.6198e-07	0.085514	0.20883	1.9971e-08	6.1489e-09	0.027878	3.9128e-09	0.42277	0.029547	0.40604	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.03999	0.11299	0.054246	0.041909	0.14592	4.5099e-09	5.0142e-09	0.051198	0.040663	3.7557e-09	1.5109e-08	1.8825e-06	0.093361	0.052307	4.121e-07
holly	0.10726	2.1634e-08	1.6459e-09	1.4152e-09	0.26622	4.1465e-09	2.7569e-07	0.61902	2.5197e-05	6.9856e-10	0.29334	0.06001	0.29211	0.08499	0.00036644	0.13452	0.31079	0.032702	4.9811e-06	0.028969	0.0015084	0.87595	0.022467	3.8623e-09	2.5511e-05	4.9346e-09	1.5278e-05	0.032507	4.0499e-08	5.1404e-07	0.079679	0.45664	0.34505	3.7535e-08	0.18457	7.0544e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.11875	1.0474e-09	2.3882e-05	2.2308e-06	4.7288e-08	2.9249e-09	0.01762	0.029605	0.0013783	0.41323	0.036418	0.027523	7.9789e-06	1.1631e-07	0.13299	0.097924	3.9799e-09	9.2468e-05	2.0558e-08	4.5918e-09	0.031189	7.7235e-09	2.4885e-08	2.2306e-09	6.3858e-07	1.5861e-09	1.3311e-05	0.11655	0.2507	3.1698e-08	0.17771	0.062633	1.8336e-09	1.3516e-09	0.22804	7.1196e-10	1.2154e-07	0.015193	2.1218e-09	9.8029e-08	4.2532e-08	0.22496	9.5037e-08	7.0595e-06	0.024234	4.4561e-09	0.14911	0.049598	0.53905	0.1864	6.5068e-10	8.6734e-09	0.052833	3.4156e-06	0.046061	7.5857e-09	1.3233e-07	0.026342	1.5057e-09	0.2583	0.21674	0.16681	2.9028e-08	6.1982e-09	2.6541e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.42046	2.4368e-08	1.4554e-09	0.64958	6.7204e-06	1.596e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015368	0.19393	1.0516e-09	8.2883e-10	0.23861	0.32144	2.4246e-08	4.0742e-08	0.045556	0.20368	0.045534	0.13564	5.7265e-07	1.556e-07	1.8354e-09	8.0742e-08	0.42549	0.066433	5.3902e-06	1.0749e-09	1.9439e-08	0.23344	2.1282e-09	1.0642e-09	0.44834	0.064943	4.4337e-05	4.6306e-08	0.70931	1.451e-09	0.30208	1.4357e-08	0.36105	0.27838	1.6295e-09	0.053365	1.2557e-08	0.071405	0.10162	0.037217	0.47744	0.05614	7.2128e-10	1.0668e-08	0.0654	0.52549	0.065403	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.036984	2.9203e-08	2.6198e-07	0.11657	0.16768	1.9971e-08	6.1488e-09	0.030913	3.9128e-09	0.42988	0.52095	0.25172	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.12624	0.17231	0.11312	0.2062	0.029811	4.5099e-09	5.0142e-09	0.10209	0.042424	3.7557e-09	1.5109e-08	1.8823e-06	0.15955	0.075505	4.121e-07
stiff	0.13384	2.1634e-08	1.6459e-09	1.4152e-09	0.12105	4.1465e-09	2.7569e-07	0.21575	2.5173e-05	6.9856e-10	0.20777	0.098793	0.24142	0.098424	0.00036281	0.095411	0.15199	0.056189	4.9806e-06	0.092955	0.0014598	0.88237	0.06426	3.8623e-09	2.5523e-05	4.9346e-09	1.529e-05	0.048726	4.0499e-08	5.1403e-07	0.13941	0.19255	0.21073	3.7535e-08	0.18627	7.0537e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.099744	1.0474e-09	2.3871e-05	2.2309e-06	4.7288e-08	2.9249e-09	0.039903	0.05489	0.0013215	0.27044	0.12395	0.053603	7.977e-06	1.1631e-07	0.25967	0.11057	3.9799e-09	9.2191e-05	2.0558e-08	4.5918e-09	0.099012	7.7235e-09	2.4885e-08	2.2306e-09	6.3859e-07	1.5861e-09	1.331e-05	0.11494	0.32338	3.1698e-08	0.22948	0.17192	1.8336e-09	1.3516e-09	0.22696	7.1196e-10	1.2154e-07	0.039358	2.1218e-09	9.8029e-08	4.2532e-08	0.23804	9.5037e-08	7.0597e-06	0.090122	4.4561e-09	0.14595	0.06786	0.2159	0.29424	6.5068e-10	8.6734e-09	0.096059	3.4158e-06	0.14225	7.5857e-09	1.3233e-07	0.050354	1.5057e-09	0.21901	0.14673	0.19108	2.9028e-08	6.1982e-09	2.6541e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.63646	2.4368e-08	1.4554e-09	0.42186	6.7215e-06	1.596e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015382	0.18965	1.0516e-09	8.2883e-10	0.11848	0.15834	2.4246e-08	4.0742e-08	0.08622	0.12472	0.094488	0.14886	5.7265e-07	1.556e-07	1.8354e-09	8.0742e-08	0.19984	0.11185	5.39e-06	1.0749e-09	1.9439e-08	0.116	2.1282e-09	1.0642e-09	0.17095	0.11225	4.4267e-05	4.6306e-08	0.66498	1.451e-09	0.18393	1.4357e-08	0.22709	0.12467	1.6295e-09	0.11584	1.2557e-08	0.088745	0.10772	0.096385	0.30553	0.061542	7.2128e-10	1.0668e-08	0.066883	0.18265	0.12531	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.090695	2.9203e-08	2.6198e-07	0.15884	0.11104	1.9971e-08	6.1489e-09	0.060465	3.9128e-09	0.16857	0.24179	0.20302	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.10903	0.087969	0.14177	0.09977	0.044865	4.5099e-09	5.0142e-09	0.062001	0.070443	3.7557e-09	1.5109e-08	1.8824e-06	0.1073	0.062389	4.121e-07
clone	0.78154	2.1634e-08	1.6459e-09	1.4152e-09	0.081193	4.1465e-09	2.7569e-07	0.060455	2.5226e-05	6.9856e-10	0.21725	0.036009	0.85718	0.20297	0.00036884	0.088348	0.041848	0.046678	4.9814e-06	0.23993	0.0016483	0.70572	0.36084	3.8623e-09	2.5512e-05	4.9346e-09	1.5293e-05	0.0068308	4.0498e-08	5.1404e-07	0.062817	0.10708	0.08532	3.7535e-08	0.050129	7.0498e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.31174	1.0474e-09	2.3872e-05	2.2305e-06	4.7288e-08	2.9249e-09	0.019757	0.15132	0.0013707	0.19631	0.51077	0.035574	7.9811e-06	1.1631e-07	0.28983	0.02592	3.9799e-09	9.1932e-05	2.0558e-08	4.5918e-09	0.067716	7.7235e-09	2.4885e-08	2.2306e-09	6.3858e-07	1.5861e-09	1.3304e-05	0.22579	0.13373	3.1698e-08	0.3024	0.18616	1.8336e-09	1.3516e-09	0.082136	7.1196e-10	1.2154e-07	0.0067606	2.1218e-09	9.8029e-08	4.2532e-08	0.088596	9.5037e-08	7.0597e-06	0.018901	4.4561e-09	0.11605	0.021279	0.1021	0.040179	6.5068e-10	8.6734e-09	0.14674	3.4153e-06	0.47332	7.5857e-09	1.3233e-07	0.032339	1.5057e-09	0.020053	0.33083	0.066015	2.9028e-08	6.1982e-09	2.6541e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.79593	2.4368e-08	1.4554e-09	0.35838	6.7206e-06	1.5959e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015401	0.11606	1.0516e-09	8.2883e-10	0.018468	0.03089	2.4246e-08	4.0742e-08	0.36232	0.12026	0.061606	0.031534	5.7266e-07	1.5559e-07	1.8354e-09	8.0742e-08	0.094245	0.18643	5.3897e-06	1.0749e-09	1.9439e-08	0.031594	2.1282e-09	1.0642e-09	0.17535	0.09679	4.4492e-05	4.6306e-08	0.6958	1.451e-09	0.76678	1.4357e-08	0.21434	0.095691	1.6295e-09	0.052596	1.2557e-08	0.027745	0.011665	0.54633	0.021467	0.020907	7.2128e-10	1.0668e-08	0.058913	0.16246	0.47415	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.028696	2.9203e-08	2.6197e-07	0.13333	0.71968	1.9971e-08	6.1488e-09	0.0065762	3.9128e-09	0.17869	0.28494	0.070145	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.069829	0.028156	0.098083	0.035477	0.051048	4.5099e-09	5.0142e-09	0.028702	0.024759	3.7557e-09	1.5109e-08	1.8824e-06	0.094796	0.17084	4.121e-07
unfortunate	0.24756	2.1634e-08	1.6459e-09	1.4152e-09	0.37333	4.1465e-09	2.7569e-07	0.54923	2.5178e-05	6.9856e-10	0.15023	0.57092	0.096017	0.059862	0.00036174	0.06729	0.34705	0.050772	4.9808e-06	0.18972	0.0014891	0.063949	0.038116	3.8623e-09	2.5504e-05	4.9346e-09	1.5288e-05	0.035928	4.0499e-08	5.1403e-07	0.13983	0.63036	0.57506	3.7535e-08	0.30726	7.0531e-06	1.6984e-08	1.6162e-07	7.0475e-08	0.097481	1.0474e-09	2.3861e-05	2.231e-06	4.7288e-08	2.9249e-09	0.020815	0.028001	0.0013872	0.35374	0.22605	0.028154	7.9811e-06	1.1631e-07	0.10161	0.051406	3.9799e-09	9.2117e-05	2.0558e-08	4.5918e-09	0.048384	7.7235e-09	2.4885e-08	2.2306e-09	6.3859e-07	1.5861e-09	1.3308e-05	0.33594	0.14396	3.1698e-08	0.31409	0.06125	1.8336e-09	1.3516e-09	0.10805	7.1196e-10	1.2154e-07	0.063416	2.1218e-09	9.8029e-08	4.2532e-08	0.60768	9.5037e-08	7.0599e-06	0.069168	4.4561e-09	0.13965	0.090631	0.41399	0.066714	6.5068e-10	8.6734e-09	0.10429	3.4159e-06	0.11767	7.5857e-09	1.3233e-07	0.062998	1.5057e-09	0.14967	0.2043	0.15067	2.9028e-08	6.1982e-09	2.654e-07	1.3698e-08	6.8816e-10	6.5122e-08	0.047543	2.4368e-08	1.4554e-09	0.38339	6.7215e-06	1.5959e-06	1.0509e-08	1.55e-09	8.2141e-10	0.00015344	0.12707	1.0516e-09	8.2883e-10	0.048693	0.66186	2.4246e-08	4.0742e-08	0.10088	0.4828	0.07108	0.20079	5.7265e-07	1.5559e-07	1.8354e-09	8.0742e-08	0.082377	0.1422	5.3905e-06	1.0749e-09	1.9439e-08	0.24908	2.1282e-09	1.0642e-09	0.13836	0.12419	4.4279e-05	4.6306e-08	0.084056	1.451e-09	0.26707	1.4357e-08	0.2821	0.12644	1.6295e-09	0.15734	1.2557e-08	0.061166	0.071123	0.10512	0.072281	0.055323	7.2128e-10	1.0668e-08	0.15274	0.2422	0.22494	5.6671e-08	6.5383e-08	1.0873e-08	3.6048e-09	1.9693e-08	3.9207e-09	0.034512	2.9203e-08	2.6198e-07	0.075212	0.079403	1.9971e-08	6.1489e-09	0.05338	3.9128e-09	0.43446	0.070798	0.06895	4.2856e-09	1.2939e-08	1.5772e-08	9.219e-09	0.34836	0.043808	0.099997	0.036191	0.042312	4.5099e-09	5.0142e-09	0.16949	0.071561	3.7557e-09	1.5109e-08	1.8823e-06	0.32355	0.088766	4.121e-07
