parrs	0.18315	0.071134	0.036881	1.1863e-10	1.5494e-10	0.081233	3.3624e-08	4.4587e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.2026	0.08467	8.3249e-09	2.0244e-09	3.4475e-08	0.17731	3.8271e-07	0.056449	1.8658e-08	0.06968	2.3742e-08	4.9721e-10	0.072429	3.7257e-09	7.2478e-08	0.23912	4.9733e-07	2.425e-10	0.18789	2.3534e-10	3.6033e-10	6.8597e-08	0.14433	2.4498e-05	1.0851e-08	2.4342e-05	0.2921	2.2084e-09	1.3075e-07	0.25492	1.5982e-10	6.6935e-07	1.1736e-07	2.2217e-09	0.14721	0.24593	2.4294e-05	0.2426	9.9685e-11	5.5272e-08	2.0134e-10	0.051025	0.089433	0.85986	0.1777	1.9931e-08	1.5525e-10	0.031274	2.3961e-10	0.067738	0.17243	0.11746	0.036323	0.083296	9.4043e-06	2.8116e-05	0.052016	6.9478e-11	6.6316e-10	8.7046e-10	6.0211e-09	0.12076	3.5874e-11	0.08928	0.11991	0.074704	0.39326	2.2656e-10	0.042941	1.7872e-08	7.6806e-08	0.18639	3.1263e-10	7.077e-10	0.076403	0.11452	1.3098e-10	0.2924	7.0698e-10	1.582e-08	0.10298	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.12025	0.073013	0.089032
waratahs	0.11409	0.1143	0.097416	1.1863e-10	1.5494e-10	0.086877	3.3624e-08	4.4587e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.10661	0.061992	8.3249e-09	2.0244e-09	3.4475e-08	0.21317	3.8271e-07	0.048136	1.8657e-08	0.081877	2.3742e-08	4.9721e-10	0.10663	3.7256e-09	7.2479e-08	0.1656	4.9732e-07	2.425e-10	0.086423	2.3534e-10	3.6033e-10	6.8597e-08	0.17422	2.4486e-05	1.0851e-08	2.4336e-05	0.13797	2.2084e-09	1.3075e-07	0.15742	1.5982e-10	6.6936e-07	1.1736e-07	2.2217e-09	0.23936	0.18795	2.43e-05	0.38489	9.9685e-11	5.5272e-08	2.0134e-10	0.058362	0.11574	0.85092	0.11532	1.9931e-08	1.5525e-10	0.033739	2.3961e-10	0.055746	0.070583	0.079877	0.054347	0.16931	9.4013e-06	2.8109e-05	0.04379	6.9478e-11	6.6316e-10	8.7046e-10	6.0212e-09	0.15009	3.5874e-11	0.17323	0.059585	0.14317	0.24713	2.2656e-10	0.038592	1.7872e-08	7.6806e-08	0.35596	3.1263e-10	7.0769e-10	0.094613	0.17225	1.3098e-10	0.20905	7.0698e-10	1.582e-08	0.067548	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.27838	0.082568	0.087656
goshawks	0.050456	0.18138	0.041822	1.1863e-10	1.5494e-10	0.14606	3.3624e-08	4.4586e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.14186	0.17351	8.3248e-09	2.0243e-09	3.4475e-08	0.10515	3.8272e-07	0.063182	1.8657e-08	0.071017	2.3742e-08	4.9721e-10	0.13534	3.7256e-09	7.2479e-08	0.12712	4.9731e-07	2.425e-10	0.111	2.3534e-10	3.6033e-10	6.8596e-08	0.20221	2.4474e-05	1.0851e-08	2.4329e-05	0.53314	2.2084e-09	1.3075e-07	0.12052	1.5982e-10	6.6936e-07	1.1736e-07	2.2217e-09	0.46912	0.32916	2.43e-05	0.1183	9.9685e-11	5.5272e-08	2.0134e-10	0.021795	0.44007	0.88563	0.23429	1.9931e-08	1.5525e-10	0.0455	2.3961e-10	0.076859	0.30338	0.039497	0.097002	0.16054	9.3972e-06	2.8097e-05	0.12785	6.9477e-11	6.6316e-10	8.7046e-10	6.0212e-09	0.20157	3.5874e-11	0.33583	0.02945	0.52585	0.54443	2.2656e-10	0.060887	1.7872e-08	7.6807e-08	0.12002	3.1263e-10	7.0769e-10	0.11132	0.47625	1.3098e-10	0.70457	7.0698e-10	1.582e-08	0.26534	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.1589	0.016524	0.060558
morays	0.12152	0.08925	0.088352	1.1863e-10	1.5494e-10	0.18427	3.3624e-08	4.4587e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.20793	0.11297	8.3249e-09	2.0244e-09	3.4475e-08	0.25732	3.8271e-07	0.078905	1.8658e-08	0.068967	2.3742e-08	4.9721e-10	0.094465	3.7257e-09	7.2478e-08	0.1863	4.9733e-07	2.425e-10	0.15933	2.3534e-10	3.6033e-10	6.8597e-08	0.21469	2.4496e-05	1.0851e-08	2.4338e-05	0.2515	2.2084e-09	1.3075e-07	0.2239	1.5982e-10	6.6934e-07	1.1736e-07	2.2217e-09	0.16995	0.21398	2.4286e-05	0.2094	9.9685e-11	5.5272e-08	2.0134e-10	0.051119	0.091773	0.79894	0.21405	1.9931e-08	1.5525e-10	0.033847	2.3961e-10	0.10369	0.14292	0.089659	0.045471	0.13589	9.4033e-06	2.8111e-05	0.10635	6.9478e-11	6.6316e-10	8.7046e-10	6.0211e-09	0.11598	3.5874e-11	0.088528	0.080457	0.095277	0.37854	2.2656e-10	0.043763	1.7872e-08	7.6806e-08	0.21509	3.1263e-10	7.077e-10	0.099745	0.13235	1.3098e-10	0.23099	7.0698e-10	1.582e-08	0.098941	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.092546	0.049642	0.072452
shufflers	0.13483	0.084581	0.023235	1.1863e-10	1.5494e-10	0.088844	3.3624e-08	4.4586e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.12377	0.04976	8.3248e-09	2.0244e-09	3.4475e-08	0.2006	3.8271e-07	0.050363	1.8657e-08	0.062859	2.3742e-08	4.9721e-10	0.030147	3.7256e-09	7.2479e-08	0.24162	4.9732e-07	2.425e-10	0.1952	2.3534e-10	3.6033e-10	6.8596e-08	0.22769	2.4485e-05	1.0851e-08	2.4306e-05	0.20187	2.2084e-09	1.3075e-07	0.25612	1.5982e-10	6.6937e-07	1.1736e-07	2.2217e-09	0.11703	0.272	2.4288e-05	0.24901	9.9685e-11	5.5272e-08	2.0134e-10	0.021091	0.22304	0.93318	0.16236	1.9931e-08	1.5524e-10	0.019665	2.3961e-10	0.04729	0.11883	0.051815	0.025816	0.14328	9.4011e-06	2.8086e-05	0.051135	6.9477e-11	6.6316e-10	8.7046e-10	6.0212e-09	0.24848	3.5874e-11	0.11346	0.095775	0.092824	0.56004	2.2656e-10	0.021884	1.7872e-08	7.6806e-08	0.103	3.1263e-10	7.0769e-10	0.051546	0.20197	1.3098e-10	0.17717	7.0698e-10	1.582e-08	0.11704	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.15054	0.023512	0.073881
shooters	0.25086	0.1112	0.11805	1.1863e-10	1.5494e-10	0.3331	3.3624e-08	4.4587e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.33246	0.030742	8.3249e-09	2.0244e-09	3.4475e-08	0.22686	3.8268e-07	0.16091	1.8658e-08	0.17344	2.3742e-08	4.9721e-10	0.19526	3.7257e-09	7.2478e-08	0.10625	4.9734e-07	2.425e-10	0.076495	2.3534e-10	3.6033e-10	6.8597e-08	0.66616	2.4499e-05	1.0851e-08	2.4399e-05	0.12216	2.2084e-09	1.3075e-07	0.19074	1.5982e-10	6.6934e-07	1.1736e-07	2.2217e-09	0.12488	0.066784	2.4298e-05	0.093559	9.9685e-11	5.5272e-08	2.0134e-10	0.57916	0.13085	0.13876	0.061387	1.9931e-08	1.5525e-10	0.26358	2.3961e-10	0.57779	0.13946	0.58666	0.074921	0.19171	9.4136e-06	2.8161e-05	0.10106	6.9477e-11	6.6316e-10	8.7046e-10	6.0211e-09	0.14248	3.5874e-11	0.16329	0.40039	0.090712	0.2288	2.2656e-10	0.50582	1.7872e-08	7.6805e-08	0.043304	3.1263e-10	7.0769e-10	0.05293	0.32837	1.3098e-10	0.10959	7.0698e-10	1.582e-08	0.070358	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.14045	0.32266	0.21517
lacewings	0.094963	0.097895	0.025385	1.1863e-10	1.5494e-10	0.095203	3.3624e-08	4.4586e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.16737	0.1276	8.3248e-09	2.0244e-09	3.4475e-08	0.24715	3.8272e-07	0.072199	1.8657e-08	0.053842	2.3742e-08	4.9721e-10	0.041303	3.7256e-09	7.2479e-08	0.2398	4.9732e-07	2.425e-10	0.15652	2.3534e-10	3.6033e-10	6.8596e-08	0.26199	2.449e-05	1.0851e-08	2.431e-05	0.23863	2.2084e-09	1.3075e-07	0.19198	1.5982e-10	6.6937e-07	1.1736e-07	2.2217e-09	0.14499	0.3787	2.4281e-05	0.27908	9.9685e-11	5.5272e-08	2.0134e-10	0.021988	0.19551	0.93454	0.13963	1.9931e-08	1.5524e-10	0.023225	2.3961e-10	0.079756	0.15317	0.056273	0.047053	0.18398	9.4004e-06	2.8078e-05	0.086532	6.9477e-11	6.6316e-10	8.7046e-10	6.0212e-09	0.22227	3.5874e-11	0.1663	0.059474	0.08685	0.51857	2.2656e-10	0.021225	1.7872e-08	7.6806e-08	0.1782	3.1263e-10	7.0769e-10	0.073051	0.19964	1.3098e-10	0.22838	7.0698e-10	1.582e-08	0.1339	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.11993	0.029447	0.077973
pilots	0.1062	0.03653	0.12257	1.1863e-10	1.5494e-10	0.050621	3.3624e-08	4.4587e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.3632	0.11142	8.3249e-09	2.0244e-09	3.4475e-08	0.14423	3.8268e-07	0.078405	1.8658e-08	0.052327	2.3742e-08	4.9721e-10	0.14238	3.7257e-09	7.2478e-08	0.1051	4.9734e-07	2.425e-10	0.034264	2.3534e-10	3.6033e-10	6.8597e-08	0.32656	2.4515e-05	1.0851e-08	2.4395e-05	0.5156	2.2084e-09	1.3075e-07	0.10313	1.5981e-10	6.6934e-07	1.1736e-07	2.2217e-09	0.025467	0.07743	2.4302e-05	0.069646	9.9685e-11	5.5272e-08	2.0134e-10	0.73188	0.19926	0.14416	0.25852	1.9931e-08	1.5525e-10	0.3708	2.3961e-10	0.76259	0.22295	0.31512	0.029252	0.083896	9.4108e-06	2.8181e-05	0.068727	6.9477e-11	6.6316e-10	8.7046e-10	6.0211e-09	0.028407	3.5874e-11	0.15488	0.4004	0.14825	0.082417	2.2656e-10	0.45648	1.7872e-08	7.6805e-08	0.074654	3.1263e-10	7.0769e-10	0.35848	0.39101	1.3098e-10	0.22221	7.0698e-10	1.582e-08	0.045216	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.22118	0.081372	0.063408
postulants	0.20082	0.10005	0.03062	1.1863e-10	1.5494e-10	0.14053	3.3624e-08	4.4587e-10	1.9169e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.16769	0.0633	8.3249e-09	2.0244e-09	3.4475e-08	0.21335	3.8271e-07	0.059626	1.8657e-08	0.059209	2.3742e-08	4.9721e-10	0.037896	3.7257e-09	7.2479e-08	0.19334	4.9733e-07	2.425e-10	0.21297	2.3534e-10	3.6033e-10	6.8597e-08	0.22416	2.449e-05	1.0851e-08	2.4318e-05	0.20227	2.2084e-09	1.3075e-07	0.28458	1.5982e-10	6.6936e-07	1.1736e-07	2.2217e-09	0.10063	0.26741	2.4285e-05	0.24813	9.9685e-11	5.5272e-08	2.0134e-10	0.036952	0.19236	0.92621	0.16985	1.9931e-08	1.5525e-10	0.026762	2.3961e-10	0.074246	0.13836	0.062096	0.030225	0.14259	9.4029e-06	2.8098e-05	0.068425	6.9478e-11	6.6316e-10	8.7046e-10	6.0211e-09	0.19028	3.5874e-11	0.11126	0.0922	0.081957	0.54998	2.2656e-10	0.028856	1.7872e-08	7.6806e-08	0.14759	3.1263e-10	7.0769e-10	0.060123	0.23026	1.3098e-10	0.13377	7.0698e-10	1.582e-08	0.11638	7.3996e-11	1.2079e-10	1.115e-10	7.8103e-11	0.15184	0.030619	0.084224
tails	0.015201	0.5416	0.38116	1.1863e-10	1.5494e-10	0.1218	3.3624e-08	4.4586e-10	1.9168e-08	1.6634e-10	6.0634e-09	5.4317e-09	0.6105	0.85835	8.3248e-09	2.0244e-09	3.4475e-08	0.37354	3.8271e-07	0.049069	1.8657e-08	0.41426	2.3742e-08	4.9721e-10	0.93834	3.7256e-09	7.2479e-08	0.1238	4.973e-07	2.425e-10	0.056203	2.3533e-10	3.6032e-10	6.8597e-08	0.29081	2.4513e-05	1.0851e-08	2.4408e-05	0.079647	2.2084e-09	1.3075e-07	0.030776	1.5982e-10	6.693e-07	1.1736e-07	2.2217e-09	0.4552	0.02134	2.4285e-05	0.047374	9.9685e-11	5.5272e-08	2.0134e-10	0.85827	0.096012	0.057365	0.045866	1.9931e-08	1.5525e-10	0.3922	2.3961e-10	0.86364	0.17031	0.62129	0.23267	0.78069	9.4071e-06	2.8116e-05	0.13581	6.9476e-11	6.6316e-10	8.7045e-10	6.0212e-09	0.06119	3.5874e-11	0.070958	0.012271	0.20097	0.057795	2.2656e-10	0.16004	1.7872e-08	7.6805e-08	0.3206	3.1263e-10	7.0769e-10	0.92444	0.11492	1.3098e-10	0.82955	7.0698e-10	1.582e-08	0.51079	7.3996e-11	1.2079e-10	1.115e-10	7.8104e-11	0.15486	0.57731	0.018937
